Target|Predicted|PredictedLabel 0.0902834
0|0.11414|1
0|0.00245449|0
0|-0.00347184|0
0|-0.00163756|0
0|0.000993649|0
0|0.0122018|0
0|0.00771386|0
0|-0.00299615|0
0|-0.00724218|0
0|0.00316528|0
0|0.00957665|0
0|0.00450978|0
0|-0.0103348|0
0|0.00198654|0
0|0.00985883|0
0|0.00533385|0
0|0.00119984|0
0|0.0038492|0
0|0.010476|0
0|0.00761774|0
0|0.00601543|0
0|0.00664816|0
0|0.00653981|0
0|0.00626444|0
0|0.00467363|0
0|0.0108435|0
0|0.0183169|0
0|0.0227675|0
0|0.00437339|0
0|-0.0151818|0
0|-0.0169536|0
0|-0.00774936|0
0|-0.0301718|0
0|-0.0208407|0
0|-0.0135864|0
0|-0.00422001|0
0|-0.0112574|0
0|-0.00249416|0
0|0.00625658|0
0|-0.00236723|0
0|0.01045|0
0|0.00780686|0
0|0.0138991|0
0|0.00489783|0
0|0.00259345|0
0|-0.00972446|0
0|0.00150012|0
0|0.00291552|0
0|-0.00864909|0
0|0.00828567|0
0|0.0372354|0
0|0.0161254|0
0|0.00805425|0
0|0.00802391|0
0|0.0420569|0
0|0.0180772|0
0|0.0016839|0
0|0.00429065|0
0|0.015594|0
0|-0.00096093|0
0|0.00494476|0
0|0.0159687|0
0|0.0176658|0
0|0.0242367|0
0|0.0119288|0
0|0.014349|0
0|0.0139074|0
0|0.0124815|0
0|0.0138509|0
0|0.0134464|0
0|0.0196175|0
0|0.0162851|0
0|0.0530243|0
0|0.0484407|0
0|0.0234818|0
0|0.0174252|0
0|0.109987|1
0|0.0668486|0
0|0.0240631|0
0|0.0150132|0
0|0.0177447|0
0|0.0191432|0
0|0.0237966|0
0|0.0187545|0
0|0.0206218|0
0|0.0261346|0
0|0.0284846|0
0|0.0261702|0
0|0.0144685|0
0|0.018898|0
0|0.0132212|0
0|0.00913495|0
0|0.00300161|0
0|-0.000659037|0
0|0.00938391|0
0|0.0138982|0
0|0.00511755|0
0|-0.000254684|0
0|0.00488722|0
0|0.0119884|0
0|0.00326031|0
0|0.00189365|0
0|0.00176027|0
0|0.00188849|0
0|0.00221276|0
0|0.0052034|0
0|0.00395786|0
0|0.00589444|0
0|0.00360446|0
0|0.00408047|0
0|0.0075599|0
0|0.00569875|0
0|0.00528095|0
0|0.00950185|0
0|0.00713613|0
0|0.00694224|0
0|0.00679935|0
0|0.0273172|0
0|0.0203833|0
0|0.0220859|0
0|0.0104947|0
0|0.0155309|0
0|0.00891896|0
0|0.0102189|0
0|0.00929347|0
0|0.0147751|0
0|0.00881447|0
0|0.00937916|0
0|0.00850186|0
0|0.0154081|0
0|0.00958019|0
0|0.0102977|0
0|0.0159683|0
0|0.012294|0
0|0.0337032|0
0|0.0156147|0
0|0.0156869|0
0|0.0260708|0
0|0.0176341|0
0|0.0165849|0
0|0.0159483|0
0|0.0271427|0
0|0.0177253|0
0|0.0174829|0
0|0.0298481|0
0|0.0298344|0
0|0.0186946|0
0|0.0174917|0
0|0.0190051|0
0|0.0175589|0
0|0.0174564|0
0|0.00785002|0
0|0.00222778|0
0|0.00685584|0
0|-0.00606495|0
0|-0.00757421|0
0|-0.00474543|0
0|0.000738206|0
0|0.0174724|0
0|0.0209601|0
0|0.00169704|0
0|0.0103524|0
0|3.69264e-06|0
0|0.00510122|0
0|-0.0100572|0
0|0.0421731|0
0|0.0123059|0
0|0.00181977|0
0|0.0069707|0
0|0.017022|0
0|0.0147719|0
0|0.0075489|0
0|0.00365814|0
0|0.00245079|0
0|0.0024922|0
0|-0.00766569|0
0|0.00132055|0
0|0.0118225|0
0|0.00581514|0
0|0.00588668|0
0|0.0176617|0
0|0.0402551|0
0|0.0203612|0
0|0.0107635|0
0|0.0185945|0
0|-0.0067023|0
0|0.026928|0
0|0.0111731|0
0|0.0101977|0
0|0.0144152|0
0|0.0122719|0
0|0.00749166|0
0|0.104452|1
0|0.0461467|0
0|0.00959524|0
0|0.0252069|0
0|0.0180455|0
0|0.0165605|0
0|0.01849|0
0|0.011406|0
0|0.0147417|0
0|0.0257845|0
0|0.0185217|0
0|-0.00242042|0
0|0.0560988|0
0|0.0219197|0
0|0.00454724|0
