Target|Predicted|PredictedLabel 0.0674039
0|0.00448539|0
0|-0.0146132|0
0|-0.0145208|0
0|-0.0157337|0
0|-0.00990381|0
0|-0.00281756|0
0|-0.00499863|0
0|-0.00781774|0
0|0.00521903|0
0|0.00335677|0
0|0.00574089|0
0|0.0112601|0
0|0.0133292|0
0|0.0167459|0
0|0.0122863|0
0|0.0160504|0
0|0.018759|0
0|0.0179696|0
0|0.0182402|0
0|0.0256655|0
0|0.0304454|0
0|0.0307726|0
0|0.0334037|0
0|0.0405538|0
0|-0.0107653|0
0|0.00585487|0
0|0.0355585|0
0|0.0342832|0
0|-0.0024673|0
0|-0.00925173|0
0|-0.00716979|0
0|-0.00470702|0
0|-0.00936134|0
0|0.00940977|0
0|0.00464505|0
0|0.00606344|0
0|0.00766909|0
0|0.00937598|0
0|0.0131673|0
0|0.0218755|0
0|0.0241712|0
0|0.016591|0
0|0.0232211|0
0|0.0261142|0
0|0.0296772|0
0|0.0259749|0
0|0.0276245|0
0|0.0280835|0
0|0.029343|0
0|-0.0126474|0
0|0.008792|0
0|-0.0201629|0
0|-0.0109038|0
0|-0.0108196|0
0|0.00534872|0
0|-0.0117788|0
0|-0.00248217|0
0|-0.000912914|0
0|-0.00388155|0
0|0.00396061|0
0|0.00247886|0
0|0.001478|0
0|0.000197381|0
0|0.00316512|0
0|0.00512454|0
0|0.00468967|0
0|0.00608974|0
0|0.00885828|0
0|0.00912484|0
0|0.00957633|0
0|0.0103319|0
0|0.0113665|0
0|0.0480118|0
0|0.0341927|0
0|0.0143223|0
0|0.0142764|0
0|0.0745627|1
0|0.0171875|0
0|0.0202234|0
0|0.0197241|0
0|0.0217925|0
0|0.0231818|0
0|0.022443|0
0|0.0293859|0
0|0.0318352|0
0|0.0357707|0
0|0.0285985|0
0|0.0280207|0
0|0.0346676|0
0|0.0287544|0
0|0.0329459|0
0|0.0425034|0
0|-0.00744932|0
0|-0.0196714|0
0|-0.0132755|0
0|-0.01267|0
0|-0.0150621|0
0|-0.0169481|0
0|-0.00535967|0
0|-0.00992666|0
0|-0.0137539|0
