Target|Predicted|PredictedLabel 0.0715997
0|-0.00318453|0
0|-0.010298|0
0|0.00883607|0
0|-0.00461118|0
0|-0.00614828|0
0|-9.22418e-06|0
0|-0.0073435|0
0|0.0121723|0
0|0.000874198|0
0|0.00734561|0
0|0.013653|0
0|0.00941645|0
0|0.00425769|0
0|0.00282948|0
0|0.00863447|0
0|0.0105413|0
0|0.0183081|0
0|0.00674617|0
0|0.017767|0
0|0.00812941|0
0|0.00642397|0
0|0.0119666|0
0|0.00416897|0
0|0.0159063|0
0|-0.00263713|0
0|0.00683964|0
0|0.0245395|0
0|0.0240682|0
0|-0.0137641|0
0|-0.0390337|0
0|-0.030752|0
0|-0.0182602|0
0|-0.0288497|0
0|-0.0307504|0
0|-0.0315575|0
0|-0.0162708|0
0|-0.027866|0
0|0.000631503|0
0|-0.00415735|0
0|0.00220774|0
0|-0.010822|0
0|4.40152e-05|0
0|-0.00173468|0
0|-0.00416261|0
0|-0.00679771|0
0|-0.0158077|0
0|-0.00333027|0
0|0.00627154|0
0|-0.0169896|0
0|0.0127203|0
0|0.0201657|0
0|0.0238743|0
0|0.0285881|0
0|0.0274569|0
0|0.021552|0
0|0.0215275|0
0|0.0109976|0
0|0.0097833|0
0|0.0358705|0
0|0.0100256|0
0|0.0090502|0
0|0.0293974|0
0|0.0335678|0
0|0.025036|0
0|0.0233383|0
0|0.0254958|0
0|0.0232085|0
0|0.0196333|0
0|0.0205956|0
0|0.0158545|0
0|0.0254156|0
0|0.0159405|0
0|0.103944|1
0|0.0176553|0
0|0.0223581|0
0|0.0127513|0
0|0.109574|1
0|0.0329672|0
0|-0.00415795|0
0|0.0140463|0
0|0.0122895|0
0|0.0101007|0
0|0.0216756|0
0|0.0156313|0
0|0.0236985|0
0|0.0154276|0
0|0.0211749|0
0|0.0295907|0
0|0.0171959|0
0|0.031966|0
0|0.0323039|0
0|0.0214669|0
0|0.0148116|0
0|0.000382204|0
0|0.0145486|0
0|0.0141699|0
0|0.000423658|0
0|0.00433513|0
0|0.00715769|0
0|0.00864684|0
0|0.00353789|0
0|0.0023006|0
0|0.00329075|0
0|0.00389426|0
0|0.00630881|0
0|0.00609671|0
0|0.0063324|0
0|0.00513653|0
0|0.00522666|0
0|0.0065187|0
0|0.00581719|0
0|0.00758252|0
0|0.007086|0
0|0.00695935|0
0|0.00530546|0
0|0.00765291|0
0|0.00541751|0
0|0.0122073|0
0|0.0103371|0
0|0.00665376|0
0|0.00666229|0
0|0.00702393|0
0|0.00520063|0
0|0.00728626|0
0|0.00405892|0
0|0.00633377|0
0|0.00409502|0
0|0.00503666|0
0|0.00799373|0
0|0.00962083|0
0|0.00478237|0
0|0.00868251|0
0|0.00368437|0
0|0.0157599|0
0|0.0167248|0
0|0.00478217|0
0|0.0060694|0
0|0.0118178|0
0|0.00457934|0
0|0.000476668|0
0|-0.0116494|0
0|0.00992384|0
0|-0.00264309|0
0|0.00074728|0
0|0.0064622|0
0|0.0108161|0
0|0.0051194|0
0|0.00568211|0
0|0.00243611|0
0|0.00829945|0
0|-0.0019192|0
0|0.0130267|0
0|0.00297356|0
0|-0.00470508|0
0|-0.00153615|0
0|-0.000816146|0
0|0.0011746|0
0|-0.0140337|0
0|-0.00764842|0
0|-0.00511597|0
0|-0.00230264|0
0|0.00933797|0
0|-0.00287744|0
0|0.000623398|0
0|0.00405077|0
0|0.0341402|0
0|0.00269516|0
0|-0.000237372|0
0|0.00547093|0
0|0.00700096|0
0|0.0076492|0
0|0.0243298|0
0|0.000729243|0
0|-0.000271536|0
0|0.00124792|0
0|0.0483413|0
0|-0.012139|0
0|0.00517084|0
0|0.00482262|0
0|0.0071949|0
0|0.0438001|0
0|0.0560356|0
0|0.0102076|0
0|0.00913717|0
0|0.0182708|0
0|0.0309521|0
0|0.0122374|0
0|0.0251825|0
0|0.0160822|0
0|0.0110875|0
0|0.00486855|0
0|0.00580477|0
0|0.0294638|0
0|0.0130981|0
0|0.00468247|0
0|0.02228|0
0|0.00956335|0
0|0.0194069|0
0|0.0311954|0
0|0.02428|0
0|0.0285282|0
0|0.0151688|0
0|0.0244105|0
0|0.017851|0
0|0.00309761|0
0|0.0116455|0
0|0.0116419|0
0|0.011399|0
0|0.0111819|0
0|0.0109956|0
0|0.0108417|0
0|0.0107213|0
0|0.0106357|0
0|0.0105854|0
0|0.010571|0
0|0.0105927|0
0|0.0106505|0
0|0.0107439|0
0|0.0108727|0
0|0.0110361|0
0|0.0254038|0
0|0.0194567|0
0|0.0659622|0
0|0.011981|0
0|0.0683185|0
0|0.00608418|0
0|0.0103804|0
0|0.00638444|0
0|0.00697909|0
0|0.0254528|0
0|0.00790798|0
0|0.0281994|0
0|0.0120407|0
0|0.0118213|0
0|0.00887826|0
0|0.0119364|0
0|0.0125913|0
0|0.0277082|0
0|0.0119514|0
0|0.0161447|0
0|0.0156342|0
0|0.0171371|0
0|0.0185888|0
0|0.021262|0
0|0.0174197|0
0|0.0179838|0
0|0.015644|0
0|0.0239136|0
0|0.0169235|0
0|0.0335896|0
0|0.00997728|0
0|0.0146681|0
0|0.0283912|0
0|0.0337224|0
0|0.0345429|0
0|0.0124844|0
0|0.0368673|0
0|0.0350813|0
0|0.0337804|0
0|0.0118845|0
0|0.0346843|0
0|0.0330969|0
0|0.0190567|0
0|0.00973547|0
0|0.0330684|0
0|0.0185588|0
0|0.0321407|0
0|0.0104588|0
0|0.0304529|0
0|0.0316574|0
0|0.0303343|0
0|0.0144792|0
0|0.0170056|0
0|0.0281021|0
0|0.0273426|0
0|0.00908084|0
0|0.0283387|0
0|0.0273035|0
0|0.0128089|0
0|0.0129829|0
0|0.0283477|0
0|0.0271714|0
0|0.0288334|0
0|0.00522493|0
0|0.0286663|0
0|0.0285217|0
0|0.0261809|0
0|-0.000372064|0
0|0.0270698|0
0|0.0244015|0
0|-0.00188894|0
0|0.0366083|0
0|0.0192652|0
0|0.0307488|0
0|0.0171651|0
0|0.0318807|0
0|0.0212939|0
0|0.0201083|0
0|0.0136486|0
0|0.011358|0
0|0.0327951|0
0|0.00829513|0
0|0.00142906|0
0|0.0106845|0
0|0.00849566|0
0|0.0142564|0
0|0.0110946|0
0|-0.00348849|0
0|0.00376228|0
0|0.000122397|0
0|0.0142823|0
0|0.00719976|0
0|0.0139063|0
0|0.0370118|0
0|0.00939773|0
0|0.0161026|0
0|0.0253257|0
0|0.020162|0
0|0.0210505|0
0|0.0217622|0
0|0.0130554|0
0|0.0283827|0
0|0.0278353|0
0|0.025149|0
0|0.0260455|0
0|0.02069|0
0|0.0222612|0
0|0.0264048|0
0|0.0346835|0
0|0.0174935|0
0|0.0239393|0
0|0.024779|0
0|0.0320592|0
0|0.0560274|0
0|0.020337|0
0|0.0243106|0
0|0.0285812|0
0|-0.00238523|0
0|0.0108653|0
0|-0.00773562|0
0|0.000123739|0
0|-0.0146273|0
0|-0.00818158|0
0|0.000697547|0
0|0.0169894|0
0|0.00879443|0
0|0.0147069|0
0|0.0129726|0
0|0.0154767|0
0|-0.00896914|0
0|0.0158208|0
0|0.0105554|0
0|0.0154255|0
0|-0.00505388|0
0|0.0176984|0
0|0.0148846|0
0|0.015684|0
0|0.0118059|0
0|0.0112372|0
0|0.0169715|0
0|0.0149767|0
0|-0.00764684|0
0|0.0163385|0
0|0.0180645|0
0|0.0154516|0
0|0.0241679|0
0|0.0171625|0
0|0.0035045|0
0|0.0286548|0
0|0.0175817|0
0|0.00497821|0
0|0.000148397|0
0|0.00214525|0
0|-0.0119184|0
0|0.0106907|0
0|-0.00715049|0
0|0.00182992|0
0|0.017854|0
0|0.0133135|0
0|0.0163595|0
0|0.0115297|0
0|-0.000645077|0
0|0.0157196|0
0|0.0166032|0
0|0.0142943|0
0|0.00915426|0
0|0.0131376|0
0|0.0138471|0
0|0.0128738|0
0|0.0159918|0
0|0.00993195|0
0|0.00994604|0
0|0.0106966|0
0|0.00816254|0
0|0.0182484|0
0|0.0137651|0
0|0.00932446|0
0|0.0107055|0
0|0.00963626|0
0|0.00746229|0
0|0.00674739|0
0|0.0103103|0
0|0.0611595|0
0|0.00832792|0
0|0.00870113|0
0|0.00698162|0
0|0.0144086|0
0|0.00837326|0
0|0.00908814|0
0|0.018594|0
0|0.00273928|0
0|0.00806335|0
0|0.00696998|0
0|0.010186|0
0|0.0198905|0
0|0.0106485|0
0|0.0112994|0
0|0.00704923|0
0|0.00852278|0
0|0.0250427|0
0|0.00887468|0
0|0.018761|0
0|0.00943058|0
0|0.00757712|0
0|0.00847718|0
0|0.01077|0
0|0.000732894|0
0|0.00770883|0
0|0.0108127|0
0|0.0164526|0
0|0.0054516|0
0|0.0107836|0
0|0.0101834|0
0|0.016624|0
0|-0.00655693|0
0|0.032664|0
0|0.0179797|0
