Target|Predicted|PredictedLabel 0.0976132
0|0.0106363|0
0|0.0201169|0
0|0.0122299|0
0|0.014585|0
0|0.0113212|0
0|0.017756|0
0|0.0160899|0
0|0.00933524|0
0|0.0117454|0
0|0.00709423|0
0|0.00721561|0
0|0.00605563|0
0|0.0202209|0
0|0.0128135|0
0|0.0119446|0
0|0.0103297|0
0|0.0103126|0
0|0.00894535|0
0|0.00958512|0
0|0.0102381|0
0|0.0084719|0
0|0.00227549|0
0|0.00081764|0
0|0.00121557|0
0|0.0259884|0
0|0.024514|0
0|0.0347177|0
0|0.0344488|0
0|0.029886|0
0|0.0284312|0
0|0.0314876|0
0|0.026095|0
0|0.0359892|0
0|0.025534|0
0|0.0226656|0
0|0.0209025|0
0|0.0224802|0
0|0.0194933|0
0|0.0191563|0
0|0.0137502|0
0|0.0159827|0
0|0.0100092|0
0|0.0108727|0
0|0.00902891|0
0|0.00670813|0
0|0.00672019|0
0|0.00899943|0
0|0.00491103|0
0|0.00300348|0
0|0.0380395|0
0|0.052026|0
0|0.0179042|0
0|0.028167|0
0|0.0440206|0
0|0.0417323|0
0|0.0160487|0
0|0.0215336|0
0|0.0197774|0
0|0.0184288|0
0|0.0169662|0
0|0.0153546|0
0|0.0250841|0
0|0.0226102|0
0|0.021716|0
0|0.026948|0
0|0.0239336|0
0|0.0185114|0
0|0.0214607|0
0|0.0160768|0
0|0.0172309|0
0|0.0164108|0
0|0.0134994|0
0|0.0574646|0
0|0.011855|0
0|0.00911797|0
0|0.0055544|0
0|0.0176267|0
0|0.00527705|0
0|0.00412582|0
0|0.000808637|0
0|0.00705679|0
0|0.00902757|0
0|0.00671752|0
0|0.0160489|0
0|0.0129141|0
0|0.0170948|0
0|0.0182667|0
0|0.0213161|0
0|0.0143032|0
0|0.023142|0
0|0.0291034|0
0|0.0150544|0
0|0.0298973|0
0|0.032075|0
0|0.0325778|0
0|0.0313666|0
0|0.0234288|0
0|0.0226897|0
0|0.0243426|0
0|0.0193712|0
0|0.0131367|0
0|0.0138896|0
0|0.0105869|0
0|0.00809743|0
0|0.00667604|0
0|0.00890252|0
0|0.00566727|0
0|0.00291486|0
0|0.000122715|0
0|-0.00386873|0
0|-0.00234298|0
0|-0.00378416|0
0|-0.00845418|0
0|-0.00649249|0
0|-0.0061933|0
0|-0.00550613|0
0|-0.00862832|0
0|-0.0022446|0
0|-0.00370034|0
0|-0.00379775|0
0|-0.00129903|0
0|0.000944129|0
0|-0.00142584|0
0|-0.00029424|0
0|0.000930224|0
0|0.00290004|0
0|0.00527796|0
0|0.00447403|0
0|0.00879493|0
0|0.00968991|0
0|0.012772|0
0|0.00931671|0
0|0.00686123|0
0|0.00379364|0
0|0.0151622|0
0|0.0174532|0
0|0.00925023|0
0|0.0179443|0
0|0.0137628|0
0|0.0136202|0
0|0.0123563|0
0|0.0213925|0
0|0.0139587|0
0|0.0187831|0
0|0.0198027|0
0|0.0286215|0
0|0.0213378|0
0|0.0236655|0
0|0.0154033|0
0|0.0258551|0
0|0.0244133|0
0|0.0177979|0
0|0.0159872|0
0|0.0265563|0
0|0.014873|0
0|0.0169991|0
0|0.0179231|0
0|0.0264928|0
0|-0.0302795|0
0|0.0236524|0
0|0.020168|0
0|0.0183787|0
0|0.0161558|0
0|0.0096196|0
0|0.0183682|0
0|0.0360089|0
0|0.0109753|0
0|0.00679441|0
0|0.00431759|0
0|0.0107496|0
0|0.0098225|0
0|0.0120412|0
0|0.00620091|0
0|0.00424994|0
0|0.00522087|0
0|0.0360077|0
0|0.0319391|0
0|0.00567228|0
0|0.00566045|0
